Nº;N.I.F.;Nombre o razón social;NIMA;Dirección;Municipio;Provincia;Teléfonos;e-mail;Número autorización;Tipo de instalación/centro;Código de actividad;Descripción de actividad;Código de operación de tratamiento;Descripción de operación de tratamiento;Código de proceso de tratamiento;Descripción de proceso de tratamiento;Tipo de proceso;Tipo de residuo;Código LER;Descripción código LER;Código LER extendido;Descripción código LER extendido
2097.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;17 09 04;Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03. (Procedentes de obras menores de construcción y reparación domiciliaria.);;
2098.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 01;Papel y cartón. (Bobinas de papel de oficina, papel cartón, periódicos, papel de oficina, toallas de papel usadas, revistas.);;
2099.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 02;Vidrio.;;
2100.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 08;Residuos biodegradables de cocinas y restaurantes.;;
2101.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 10;Ropa.;;
2103.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 25;Aceites y grasas comestibles. (Aceites y grasas de cocina.);;
2106.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 32;Medicamentos distintos de los especificados en el código 20 01 31.;;
2108.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013623;Monitores y pantallas LED. Doméstico
2109.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013632;Lámparas LED. Doméstico
2112.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G05194900001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013662;Aparatos de informática y telecomunicaciones pequeños. Sin ninguna dimensión exterior superior a 50 cm. Aparatos sin componentes peligrosos. Doméstico
2120.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;08 03 17*;Residuos de tóner de impresión que contienen sustancias peligrosas.;;
2121.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;13 02 05*;Aceites minerales no clorados de motor, de transmisión mecánica y lubricantes.;;
2125.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 13*;Disolventes.;;
2128.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 19*;Pesticidas.;;
2130.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio. (Incluye residuos de mercurio, termómetros de mercurio.);20012131;Lámparas de descarga no LED. Lámparas fluorescentes. Doméstico y profesional.
2133.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012341;Grandes aparatos. Con una dimensión exterior superior a 50 cm. Con componentes peligrosos. Doméstico
2135.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 27*;Pinturas, tintas, adhesivos y resinas que contienen sustancias peligrosas.;;
2136.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 29*;Detergentes que contienen sustancias peligrosas.;;
2138.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 33*;Baterías y acumuladores especificados en los códigos 16 06 01, 16 06 02 ó 16 06 03 y baterías y acumuladores sin clasificar que contienen esas baterías.;;
2143.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013551;Pequeños aparatos . Sin ninguna dimensión exterior superior a 50cm. Con componentes peligrosos y pilas incorporadas Doméstico
2144.0;P4924400G;AYUNTAMIENTO DE TORO O.ADM.;4900001780;CTRA. POZO ANTIGUO, KM. 2, 49800;Toro;Zamora;;;07G02194900001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013561;Aparatos de informática y telecomunicaciones pequeños con componentes peligrosos. Doméstico
2150.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G05194900001781;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 02;Envases de plástico. (Incluidas cápsulas de café.);;
2156.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G05194900001781;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;17 01 07;Mezclas de hormigón, ladrillos, tejas y materiales cerámicos distintas de las especificadas en el código 17 01 06. (Procedentes de obras menores de construcción y reparación domiciliaria.);;
2158.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G05194900001781;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;17 08 02;Materiales de construcción a partir de yeso distintos de los especificados en el código 17 08 01. (Procedentes de obras menores de construcción y reparación domiciliaria.);;
2161.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G05194900001781;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 02;Vidrio.;;
2166.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G05194900001781;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 34;Baterías y acumuladores distintos de los especificados en el código 20 0133.;;
2172.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G05194900001781;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37. (Madera y recortes de madera no tratados, libres de sustancias peligrosas. Postes. Tableros de madera.);;
2173.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G05194900001781;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 39;Plásticos. (Film transparente de embalado, plásticos, bolsos, DVDs, discos de música, celofán, mobiliario urbano de plásticos, muebles y enseres de goma, etc.);;
2180.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;13 02 05*;Aceites minerales no clorados de motor, de transmisión mecánica y lubricantes.;;
2181.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;15 01 10*;Envases que contienen restos de sustancias peligrosas o están contaminados por ellas.;;
2186.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 15*;Alcalis.;;
2188.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio.;20012131;Lámparas de descarga no LED. Lámparas fluorescentes. Doméstico y profesional.
2192.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 27*;Pinturas, tintas, adhesivos y resinas que contienen sustancias peligrosas. (Líquidos de revelado, etc.);;
2194.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013513;Grandes electrodomésticos con aceite en circuitos o condensadores. Doméstico.
2196.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013522;Monitores y pantallas no CRT no LED. Doméstico
2197.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013541;Grandes aparatos incluidos los equipos de informática y telecomunicaciones. Con dimensión exterior superior a 50cm. Con componentes peligrosos. Doméstico
2198.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013551;Pequeños aparatos . Sin ninguna dimensión exterior superior a 50cm. Con componentes peligrosos y pilas incorporadas Doméstico
2199.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013561;Aparatos de informática y telecomunicaciones pequeños con componentes peligrosos. Doméstico
2201.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;81501;Almacenamiento, en el ámbito de la recogida.;G;P;15 01 10*;Envases que contienen restos de sustancias peligrosas o están contaminados por ellas.;;
2202.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;81501;Almacenamiento, en el ámbito de la recogida.;G;P;15 01 11*;Envases metálicos, incluidos los recipientes a presión vacíos, que contienen una matriz porosa sólida peligrosa (por ejemplo, amianto).;;
2203.0;P4930500F;AYUNTAMIENTO DE ZAMORA O.ADM.;4900001781;CTRA. DE LA ALDEHUELA, KM. 2, 49800;Zamora;Zamora;;;07G02224900001781;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;81501;Almacenamiento, en el ámbito de la recogida.;G;P;15 02 02*;Absorbentes, materiales de filtración (incluidos los filtros de aceite no especificados en otra categoría), trapos de limpieza y ropas protectoras contaminados por sustancias peligrosas.;;
2206.0;P4700013H;MANCOMUNIDAD CAMPO DE PEÑAFIEL O.ADM.;4700048051;VÍA Polígono 7, Parcela 6, 47315;Pesquera de Duero;Valladolid;;;07G05164700048051;Planta de Transferencia;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 03 01;Mezclas de residuos municipales;;
2208.0;P4220900G;AYUNTAMIENTO DE NAVALENO O.ADM.;4200001215;PABELLÓN La Rinconada, parcela 10251 del polígono 1, 42149;Navaleno;Soria;;;07G02174200001215;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012311;Grandes electrodomésticos con intercambio de temperatura con CFC, HCFC, HC, NH3. Doméstico
2209.0;P4220900G;AYUNTAMIENTO DE NAVALENO O.ADM.;4200001215;PABELLÓN La Rinconada, parcela 10251 del polígono 1, 42149;Navaleno;Soria;;;07G02174200001215;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012312;Grandes electrodomésticos . Aire acondicionado. Doméstico
2214.0;P4220900G;AYUNTAMIENTO DE NAVALENO O.ADM.;4200001215;PABELLÓN La Rinconada, parcela 10251 del polígono 1, 42149;Navaleno;Soria;;;07G05174200001215;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013642;Grandes aparatos. Con una dimensión exterior superior a 50 cm. Resto. Doméstico
2216.0;P4220900G;AYUNTAMIENTO DE NAVALENO O.ADM.;4200001215;PABELLÓN La Rinconada, parcela 10251 del polígono 1, 42149;Navaleno;Soria;;;07G05174200001215;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37. (Madera y recortes de madera no tratados, libres de sustancias peligrosas, postes, tableros de madera.);;
