NUM_REG,NOMBRE_COMERCIAL,TELEFONO,CALLE,LOCALIDAD,MUNICIPIO,CODIGO_POSTAL,NUMERO,PROVINCIA
37-E1-00053,MARTINEZ GOMEZ RODULFO  MARIA CRUZ / MARTINEZ GOMEZ RODULFO  MARIA REFUGIO,,CALLE OBISPO ZARRANZ Y PUEYO                            ,BEJAR,BEJAR,37700,3,SALAMANCA
37-E1-00054,LOSADA AVILA  CRISTINA / LOSADA VAQUERO  FELIX,,CALLE WETONES                                           ,CIUDAD RODRIGO,CIUDAD RODRIGO,37500,25,SALAMANCA
37-E1-00055,GARCIA SANCHEZ  MARIA LOURDES,,CALLE RODEROS                                           ,LEDESMA,LEDESMA,37100,S/N,SALAMANCA
37-E1-00056,CASADO NORATO  MARIA NATIVIDAD,,LUGAR BARREROS                                          ,MIRANDA DEL CASTAÑAR,MIRANDA DEL CASTAÑAR,,6,SALAMANCA
37-E1-00057,RUEDA BLANCO  MARIA MERCEDES,,CALLE AVILA                                             ,SALAMANCA,SALAMANCA,37004,15,SALAMANCA
37-E1-00058,MARTIN GARCIA  INES,,PLAZA JULIAN COCA                                       ,GUIJUELO,GUIJUELO,37770,11,SALAMANCA
37-E1-00059,RODRIGUEZ FERNANDEZ  SORAYA,,AVDA  COMUNEROS                                         ,SALAMANCA,SALAMANCA,37003,56,SALAMANCA
37-E1-00060,SANCHEZ GARCIA  MARTA,,CALLE SUBMARINO                                         ,LAGUNILLA,LAGUNILLA,,6,SALAMANCA
37-E1-00061,MARTIN VELASCO  SILVIA,,CALLE ANCHA                                             ,SALAMANCA,SALAMANCA,37002,22,SALAMANCA
37-E1-00062,HERNANDEZ BLAZQUEZ  MARIA DE LOS ANGELES,,CALLE MORAL                                             ,SANTIAGO DE LA PUEBLA,SANTIAGO DE LA PUEBLA,37311,11,SALAMANCA
37-E1-00063,VERDEJO HERNANDEZ  VICENTE ANGEL,,PLAZA VIRGEN DE LA VEGA                                 ,SALAMANCA,SALAMANCA,37008,8,SALAMANCA
37-E1-00064,DE ORAA MORTE  MARIA PALOMA,,CALLE MARIA AUXILIADORA,SALAMANCA,SALAMANCA,37005,45,SALAMANCA
37-E1-00067,DIEZ GONZALEZ  MARIA CARMEN,,CALLE CALZADA                                           ,MATILLA DE LOS CAÑOS DEL RIO,MATILLA DE LOS CAÑOS DEL RIO,37450,20,SALAMANCA
37-E1-00068,ESTELLA HOYOS  PURA CONCEPCION,,PLAZA POETA IGLESIAS                                    ,SALAMANCA,SALAMANCA,37001,21,SALAMANCA
37-E1-00069,DEL CASTILLO SANCHEZ  SALVADOR,,PLAZA ESPAÑA                                            ,PEÑARANDA DE BRACAMONTE,PEÑARANDA DE BRACAMONTE,37300,4,SALAMANCA
37-E1-00070,SANCHEZ ABARCA GORNALS  AMELIA,,CALLE MADRID                                            ,CIUDAD RODRIGO,CIUDAD RODRIGO,37500,1,SALAMANCA
37-E1-00071,VALIENTE LOPEZ  LUCIA,,PASEO ESTACION                                          ,SALAMANCA,SALAMANCA,37004,109,SALAMANCA
37-E1-00072,MATEOS RODRIGUEZ  MARIA DOLORES / MATEO MATEOS  DOLORES,,AVDA  VILLAS                                            ,VILLORIA,VILLORIA,37339,44,SALAMANCA
37-E1-00073,GOMEZ GOSALVEZ  MARIA VICTORIA,,CALLE REINA SOFIA                                       ,LEDRADA,LEDRADA,37730,36,SALAMANCA
37-E1-00074,OLLEROS SANTOS RUIZ  MARIA AMALIA,,PLAZA PUERTA DE AVILA                                   ,BEJAR,BEJAR,37700,22,SALAMANCA
37-E1-00075,SANTIAGO RODRIGUEZ  MARIA CRISTINA,,CALLE ZAMORA                                            ,SALAMANCA,SALAMANCA,37002,86,SALAMANCA
37-E1-00076,MARCOS MANZANO  LUIS / MARCOS NOGALES  LUIS,,PLAZA FUENTE                                            ,SALAMANCA,SALAMANCA,37002,9,SALAMANCA
37-E1-00077,MORO FISAC  ANA M / MUÑOZ NAVARRO  JOSE,,CALLE ZAMORA,SALAMANCA,SALAMANCA,37002,67,SALAMANCA
37-E1-00078,SANCHEZ MATEOS  MARCO,,CALLE ALBERCA                                           ,SALAMANCA,SALAMANCA,37007,51,SALAMANCA
37-E1-00079,GONZALEZ SANCHEZ  ROCIO / MATEOS HERNANDEZ  LAURA,,CALLE ROLLO,SALAMANCA,SALAMANCA,37003,62,SALAMANCA
37-E1-00081,SANCHEZ AVILA  ADELA,,CALLE GRAN VIA                                          ,SALAMANCA,SALAMANCA,37001,24,SALAMANCA
37-E1-00082,SANTOS ALONSO BURON  BLANCA,,PASEO CANALEJAS                                         ,SALAMANCA,SALAMANCA,37008,117,SALAMANCA
37-E1-00083,MARTIN FERNANDEZ  MARIA AURORA,,CALLE GRAN VIA                                          ,SALAMANCA,SALAMANCA,37001,21,SALAMANCA
37-E1-00084,SAN JULIAN PEREZ  ALMUDENA,,PLAZA RICARDO GARCIA MUÑOZ                              ,PUERTO DE BEJAR,PUERTO DE BEJAR,37720,6,SALAMANCA
37-E1-00085,GARCIA BURGOS  ALVARO,,CMNO  AGUAS                                             ,SALAMANCA,SALAMANCA,37003,8,SALAMANCA
37-E1-00086,DE LA PEÑA HERNANDEZ  CARLOS,,PLZLA JEAN MONET                                        ,SALAMANCA,SALAMANCA,,1,SALAMANCA
37-E1-00087,VICENTE MERCHAN  MAXIMO,,PLAZA CORRILLO                                          ,SALAMANCA,SALAMANCA,37002,15,SALAMANCA
37-E1-00088,ORTIZ DE URBINA SANDOMINGO  MANUEL,,PLAZA MAYOR                                             ,SALAMANCA,SALAMANCA,37002,9,SALAMANCA
37-E1-00089,DIEZ PANERO  SONIA,,CALLE CLAUDIO ROMERO,TORRESMENUDAS,TORRESMENUDAS,37110,22,SALAMANCA
37-E1-00090,CABO HARGUINDEY  ROSA MARIA,,CALLE LAGUNA                                            ,CIUDAD RODRIGO,CIUDAD RODRIGO,37500,5,SALAMANCA
37-E1-00091,GARCIA PEREZ-TEIJON  CARLOS ANTONIO / PEREZ TEIJON  SARA,,CALLE ISAAC PERAL                                       ,SALAMANCA,SALAMANCA,37004,10,SALAMANCA
37-E1-00092,MARTIN MARTIN  CRISANTO,,PLAZA BRETON                                            ,SALAMANCA,SALAMANCA,37001,10,SALAMANCA
37-E1-00093,MIRALLES PUENTE  AGUSTIN,,PASEO DOCTOR TORRES VILLARROEL                          ,SALAMANCA,SALAMANCA,37006,45,SALAMANCA
37-E1-00094,GONZALEZ MARTIN  MARCOS,,CALLE LUIS VIVES                                        ,SALAMANCA,SALAMANCA,37006,13,SALAMANCA
37-E1-00095,MIRAT ARROYO  ALICIA,,CALLE SAN ESTEBAN                                       ,FUENTE DE SAN ESTEBAN (LA),FUENTE DE SAN ESTEBAN  LA,37200,3,SALAMANCA
37-E1-00096,FUENTES FERNANDEZ  MARTA MARIA,,AVDA  COMUNEROS                                         ,SALAMANCA,SALAMANCA,37003,25,SALAMANCA
37-E1-00097,RECIO FLEMMICH  JAVIER ERNESTO,,CALLE TORO                                              ,SALAMANCA,SALAMANCA,37002,70,SALAMANCA
37-E1-00098,RODRIGUEZ MARTIN  ELENA,,CALLE MARIA AUXILIADORA,SALAMANCA,SALAMANCA,37004,74,SALAMANCA
37-E1-00099,RUBIO MIRON  ASUNCION,,PASEO FLORENCIO MARCOS                                  ,SALAMANCA,SALAMANCA,37008,21,SALAMANCA
37-E1-00100,BAUTISTA GOMEZ  ENGRACIA / GARCIA PEREZ-TEIJON  SARA,,CALLE ARAPILES                                          ,SALAMANCA,SALAMANCA,37007,23,SALAMANCA
37-E1-00101,SORIANO ABEJARO  VICTOR MANUEL,,CALLE GRANDE                                            ,VILVESTRE,VILVESTRE,37258,36,SALAMANCA
37-E1-00102,PARADINAS RODRIGUEZ  MARIA ROSA,,PASEO GRAN CAPITAN                                      ,SALAMANCA,SALAMANCA,37006,17,SALAMANCA
37-E1-00103,FELIPE MARTIN  AMADOR,,CALLE TORO                                              ,SALAMANCA,SALAMANCA,37002,25,SALAMANCA
37-E1-00104,SANCHEZ NIETO  CARLOS,,AVDA  VALVANERA                                         ,SANTIBAÑEZ DE BEJAR,SANTIBAÑEZ DE BEJAR,37740,79,SALAMANCA
37-E1-00105,CUESTA FLORES  CRISTINA,,CALLE VAZQUEZ CORONADO                                  ,SALAMANCA,SALAMANCA,37002,16,SALAMANCA
37-E1-00106,RUANO PANIAGUA  LUISA,,PASEO SAN VICENTE                                       ,SALAMANCA,SALAMANCA,37007,52,SALAMANCA
37-E1-00107,SANCHEZ MERINO  ANTONIO,,PASEO SAN VICENTE                                       ,SALAMANCA,SALAMANCA,37007,8,SALAMANCA
37-E1-00108,CLAVIJO COBALEDA  EMILIO,,PASEO NOGALES                                           ,SALAMANCA,SALAMANCA,37005,S/N,SALAMANCA
37-E1-00109,CIURANA SANCHEZ  JUAN FERNANDO,,CALLE COMERCIO                                          ,SALAMANCA,SALAMANCA,37006,2,SALAMANCA
37-E1-00110,PRIETO MELLADO  MARIA JESUS,,CALLE LEOPOLDO ALONSO                                   ,LINARES DE RIOFRIO,LINARES DE RIOFRIO,37760,6,SALAMANCA
37-E1-00111,MANGAS HERNANDEZ  DANIEL,,CALLE MIRANDA                                           ,CEPEDA,CEPEDA,37656,2,SALAMANCA
37-E1-00112,MORICHE FONSECA  ISABEL,,CALLE SAN JUAN,VILLAR DE CIERVO,VILLAR DE CIERVO,37488,5,SALAMANCA
37-E1-00113,SANCHEZ ABARCA BERNAL  LUIS IGNACIO,,CALLE MAESTRO JIMENEZ                                   ,SALAMANCA,SALAMANCA,37008,14,SALAMANCA
37-E1-00114,CABEZUDO SANCHEZ  ALVARO,,CTRA  LEDESMA                                           ,SALAMANCA,SALAMANCA,37006,90,SALAMANCA
37-E1-00115,DE SANDE MUÑOZ DE LUCAS  MARIA ANGELES,,CALLE GRECO                                             ,SALAMANCA,SALAMANCA,37004,16,SALAMANCA
37-E1-00116,HERNANDEZ NAVARRO  LEIRE / SOTO JIMENEZ  ISABEL,,CALLE WENCES MORENO                                     ,SALAMANCA,SALAMANCA,37007,10,SALAMANCA
37-E1-00117,PALACIOS GALLEGO  ALBERTO,,AVDA  SALAS POMBO                                       ,CALVARRASA DE ABAJO,CALVARRASA DE ABAJO,37181,S/N,SALAMANCA
37-E1-00118,CARROCERA VILLA  MILAGROS,,CALLE SANTA ANA                                         ,VITIGUDINO,VITIGUDINO,37210,35,SALAMANCA
37-E1-00119,DELGADO LAPAZARAN  ARTURO,,CALLE PEDRO VELASCO                                     ,VITIGUDINO,VITIGUDINO,37210,16,SALAMANCA
37-E1-00120,RINCON DIAZ  MARIA,,PASEO DOCTOR TORRES VILLARROEL                          ,SALAMANCA,SALAMANCA,37006,22,SALAMANCA
37-E1-00121,ADANERO JIMENEZ  ANA / MADURGA LAMAS  MARIA ANGELES,,PASEO CARMELITAS                                        ,SALAMANCA,SALAMANCA,37007,54,SALAMANCA
37-E1-00122,BUSTOS GARCIA  MARIA TERESA,,AVDA  ALFONSO VI                                        ,SALAMANCA,SALAMANCA,37005,1,SALAMANCA
37-E1-00123,MARTIN SIMON  MYRIAM,,CTRA  MADRID                                            ,SANTA MARTA DE TORMES,SANTA MARTA DE TORMES,37900,79,SALAMANCA
37-E1-00124,CALVO RODRIGUEZ  FERNANDO,,AVDA  CEDROS                                            ,SALAMANCA,SALAMANCA,37004,25,SALAMANCA
37-E1-00125,GARCIA MUÑOZ  MARIA MAR,,CALLE CALZADA,SAN MUÑOZ,SAN MUÑOZ,37208,58,SALAMANCA
37-E1-00126,PEREZ DEL MOLINO BERNAL  MARIA ELENA,,CALLE RECREO                                            ,BEJAR,BEJAR,37700,12,SALAMANCA
37-E1-00127,SANCHEZ MERINO  TERESA,,CALLE MANUEL PARADA                                     ,SALAMANCA,SALAMANCA,37008,11,SALAMANCA
37-E1-00128,BARELLI ARAGON  MIGUEL,,PASEO ROLLO                                             ,SALAMANCA,SALAMANCA,37003,29,SALAMANCA
37-E1-00129,HERMOSA HERNANDEZ  ALBERTO,,AVDA  PORTUGAL                                          ,CIUDAD RODRIGO,CIUDAD RODRIGO,,15,SALAMANCA
37-E1-00130,RUBIO AGENJO  JESUS MIGUEL,,CALLE VALLES MINEROS                                    ,SALAMANCA,SALAMANCA,37006,S/N,SALAMANCA
37-E1-00131,GUZMAN PUERTO  FILOMENA / HERRERA GUZMAN  MARIA JOSE,,AVDA  PORTUGAL                                          ,SALAMANCA,SALAMANCA,37006,234,SALAMANCA
37-E1-00132,CORDOVILLA GONZALEZ  ISABEL,,PASEO ROBLES                                            ,SALAMANCA,SALAMANCA,37004,42,SALAMANCA
37-E1-00133,SAGREDO FERNANDEZ  ADOLFO,,AVDA  PORTUGAL                                          ,SALAMANCA,SALAMANCA,37006,30,SALAMANCA
37-E1-00134,SANCHEZ GARCIA  BEATRIZ,,CALLE ADOLFO SUAREZ,CABRILLAS,CABRILLAS,,54,SALAMANCA
37-E1-00135,SANCHEZ ACERA  ELIAN,,CALLE ESTELLA                                           ,SEQUEROS,SEQUEROS,37650,S/N,SALAMANCA
37-E1-00136,NOGUEIRAS VARA  ARACELI,,PLAZA DOCTOR HERNANDEZ CASTELLANOS                      ,ROLLAN,ROLLAN,,9,SALAMANCA
37-E1-00137,PARDO RIVAS  LUIS SANTIAG,,CALLE LIRIO                                             ,NAVASFRIAS,NAVASFRIAS,37542,4,SALAMANCA
37-E1-00138,FERNANDEZ NUÑEZ  JOSE MANUEL,,PLAZA CALVO SOTELO                                      ,FREGENEDA (LA),FREGENEDA  LA,37220,6,SALAMANCA
37-E1-00139,SANCHEZ TOCINO  MONTSERRAT,,CALLE ARRABAL                                           ,HORCAJO DE MONTEMAYOR,HORCAJO DE MONTEMAYOR,37712,8,SALAMANCA
37-E1-00140,SANCHEZ GALACHE  MARIA,,CALLE HIEDRA                                            ,MONLERAS,MONLERAS,,7,SALAMANCA
37-E1-00142,DE PANDO JIMENEZ RIDRUEJO  MIGUEL,,CALLE MARAVEDI                                          ,ALBERGUERIA DE ARGAÑAN (LA),ALBERGUERIA DE ARGAÑAN  LA,37555,9,SALAMANCA
37-E1-00143,GARCIA SANCHEZ  SARA,,CALLE CANTERAS RECIAS                                   ,VILLAMAYOR,VILLAMAYOR,37185,3,SALAMANCA
37-E1-00144,CALZADA SANCHEZ  ANA NOELIA,,CALLE SALAS POMBO                                       ,SERRADILLA DEL ARROYO,SERRADILLA DEL ARROYO,37531,S/N,SALAMANCA
37-E1-00145,ANAYA BUENO  MARIA ROSARIO,,PLAZA MAYOR                                             ,SAN PEDRO DE ROZADOS,SAN PEDRO DE ROZADOS,,2,SALAMANCA
37-E1-00146,SANCHEZ SANCHEZ  LUIS MANUEL,,CALLE CARCABA                                           ,TORDILLOS,TORDILLOS,,46,SALAMANCA
37-E1-00147,PALACIOS GALLEGO  JOSE MANUEL,,CTRA  ENCINAS CANTALAPIEDRA                             ,BABILAFUENTE,BABILAFUENTE,37330,18,SALAMANCA
37-E1-00148,SANCHEZ HERNANDEZ  ANGEL,,CALLE TABLADO                                           ,ALBERCA (LA),ALBERCA  LA,37624,0,SALAMANCA
37-E1-00149,ALONSO BARTOL RUANO  MARIA EUGENIA,,CALLE PEREZ OLIVA                                       ,DOÑINOS DE SALAMANCA,DOÑINOS DE SALAMANCA,37120,114,SALAMANCA
37-E1-00150,CARDEDAL MAYORAL  ELENA,,CALLE ERMITA                                            ,CESPEDOSA DE TORMES,CESPEDOSA DE TORMES,,23,SALAMANCA
37-E1-00151,ASTUDILLO SAGRADO  MARIA ENCARNACI,,CALLE LABRADORES                                        ,CABRERIZOS,CABRERIZOS,37193,11,SALAMANCA
37-E1-00152,DE LUIS ALONSO  JOSE MANUEL,,PLAZA MAYOR                                             ,CASTELLANOS DE MORISCOS,CASTELLANOS DE MORISCOS,37439,13,SALAMANCA
37-E1-00153,ROMERO LEDESMA  ARTURO,,CALLE SOLANO                                            ,SANTOS (LOS),SANTOS  LOS,37768,1,SALAMANCA
37-E1-00154,SAN FRANCISCO GARCIA  EVANGELINA,,CALLE VIRGEN DE LA VEGA                                 ,VILLORUELA,VILLORUELA,37338,8,SALAMANCA
37-E1-00155,SARMIENTO GONZALEZ  RAQUEL,,CALLE AVE MARIA                                         ,PALACIOSRUBIOS,PALACIOSRUBIOS,37406,4,SALAMANCA
37-E1-00156,CALLE VICENTE  MARIA VICTORIA,,CALLE SANTA TERESA                                      ,ENCINAS DE ABAJO,ENCINAS DE ABAJO,37893,S/N,SALAMANCA
37-E1-00157,MANZANERA MARTIN  MARIA,,CALLE SAN GREGORIO                                      ,MARTIAGO,MARTIAGO,37510,S/N,SALAMANCA
37-E1-00158,PARIENTE VELASCO  MARIA JESUS,,CALLE TORMES                                            ,URBANIZACION EL ENCINAR,TERRADILLOS,37190,7,SALAMANCA
37-E1-00159,CUADRADO RODRIGUEZ  MARIA LUISA,,PLAZA JUAN PABLO                                        ,HORCAJO MEDIANERO,HORCAJO MEDIANERO,37860,S/N,SALAMANCA
37-E1-00161,LOPEZ ALCON  MARIA VALDEFUENTES,,CZADA ALBA                                              ,CALVARRASA DE ARRIBA,CALVARRASA DE ARRIBA,37191,21,SALAMANCA
37-E1-00162,CUADRADO MORO  ANA,,CALLE ERAS                                              ,HINOJOSA DE DUERO,HINOJOSA DE DUERO,37230,24,SALAMANCA
37-E1-00163,FERNANDEZ VENCE  SANDRA,,CALLE CORREDERA                                         ,SAN FELICES DE LOS GALLEGOS,SAN FELICES DE LOS GALLEGOS,37270,21,SALAMANCA
37-E1-00164,FERRERO HERNANDEZ  ALVARO,,CTRA  LEDESMA                                           ,SALAMANCA,SALAMANCA,37006,150,SALAMANCA
37-E1-00165,SANCHEZ GARCIA  HECTOR,,CALLE ARENAL                                            ,ALDEARRUBIA,ALDEARRUBIA,,4,SALAMANCA
37-E1-00166,GARCIA COLMENERO  MARTIN,,AVDA  PEÑA DE FRANCIA                                   ,ALDEATEJADA,ALDEATEJADA,,14,SALAMANCA
37-E1-00167,GARCIA VALLE  SILVIA,,CALLE CANTARRANAS                                       ,PARADINAS DE SAN JUAN,PARADINAS DE SAN JUAN,37318,S/N,SALAMANCA
37-E1-00169,CUADRADO VICENTE  ROMAN,,CALLE ESCUELAS                                          ,CABEZA DEL CABALLO,CABEZA DEL CABALLO,37214,S/N,SALAMANCA
37-E1-00170,SANCHEZ LOPEZ  PAOLA,,CALLE BARREROS                                          ,GOMECELLO,GOMECELLO,37420,1,SALAMANCA
37-E1-00171,PEREZ PEREZ  LAURA,,CALLE DOCTOR BUSTOS                                     ,GALINDUSTE,GALINDUSTE,37785,32,SALAMANCA
37-E1-00172,RODRIGUEZ GONZALO  NATALIA,,CALLE QUEIPO DE LLANO                                   ,GARCIHERNANDEZ,GARCIHERNANDEZ,37810,S/N,SALAMANCA
37-E1-00173,ROBLEDO BAUTISTA  MARIA PILAR,,CALLE TRIANA                                            ,VALDELOSA,VALDELOSA,37799,23,SALAMANCA
37-E1-00174,GONZALEZ MANJARRES  MARIA INMACULADA,,CALLE SALAS POMBO                                       ,VILLAFLORES,VILLAFLORES,37406,S/N,SALAMANCA
37-E1-00175,FRANCIA BOGAJO  MARIA ISABEL,,CALLE FELIPE BENITEZ,PEREÑA DE LA RIVERA,PEREÑA DE LA RIBERA,,5,SALAMANCA
37-E1-00176,DIAZ RODRIGUEZ  MARIA ANGELES,,CALLE JESUS                                             ,MIEZA,MIEZA,37254,17,SALAMANCA
37-E1-00177,HERNANDEZ MATEOS  ALMUDENA,,CALLE EL ARROYO,BAÑOBAREZ,BAÑOBAREZ,37271,31,SALAMANCA
37-E1-00178,PALACIOS ALVAREZ  MANUEL,,CALLE BOLEO                                             ,ARAPILES,ARAPILES,37796,6,SALAMANCA
37-E1-00179,HERNANDEZ HERNANDEZ  TOMAS,,CALLE MONTITO                                           ,SOTOSERRANO,SOTOSERRANO,37657,30,SALAMANCA
37-E1-00180,GARCIA CUANDA  CARLOS,,CALLE SANTA MARTA                                       ,CARBAJOSA DE LA SAGRADA,CARBAJOSA DE LA SAGRADA,37188,S/N,SALAMANCA
37-E1-00181,PINILLA VALBUENA  EMMA,,CALLE RAMON Y CAJAL                                     ,ARABAYONA DE MOGICA,ARABAYONA DE MOGICA,37418,10,SALAMANCA
37-E1-00182,PERALTA BETERE  LUCIA,,CALLE IGLESIA                                           ,MACHACON,MACHACON,37893,8,SALAMANCA
37-E1-00183,POLO MATEOS  POLONIA,,PLAZA MAYOR                                             ,SORIHUELA,SORIHUELA,,12,SALAMANCA
37-E1-00184,GARCIA DE LA CRUZ GARCIA  MARIA CRUZ,,CALLE ORIENTE                                           ,MACOTERA,MACOTERA,37310,10,SALAMANCA
37-E1-00185,AMOEDO GIL  DANIEL,,CALLE NORTE                                             ,CUBO DE DON SANCHO (EL),CUBO DE DON SANCHO  EL,37281,28,SALAMANCA
37-E1-00186,CHACON CALDERON  MACARENA,,CALLE IGLESIA                                           ,TOPAS,TOPAS,37799,11,SALAMANCA
37-E1-00187,SANCHEZ CARABIAS  MARIA ROSA,,PLAZA CASTILLO                                          ,ANAYA DE ALBA,ANAYA DE ALBA,37863,73,SALAMANCA
37-E1-00188,BLASCO MARTIN  JOSE EUSEBIO,,CALLE CARRETERA                                         ,MARTIN DE YELTES,MARTIN DE YELTES,37494,31,SALAMANCA
37-E1-00189,MORALES HERRERO  JUAN IGNACIO,,CALLE C/ PEDRARIAS,ALDEALENGUA,ALDEALENGUA,,2,SALAMANCA
37-E1-00190,PEREZ BUENO  FRANCISCO JAVIER,,CALLE ACACIAS                                           ,NUEVO NAHARROS,PELABRAVO,37181,0,SALAMANCA
37-E1-00193,MERAS ZAMARREÑO  MARIA CARMEN,,CALLE POZO                                              ,PEÑAPARDA,PEÑAPARDA,37523,3,SALAMANCA
37-E1-00194,PEREZ DE LA MONJA  ALFREDO,,CALLE CAÑOS                                             ,PAYO (EL),PAYO  EL,37524,46,SALAMANCA
37-E1-00195,SANTANA GONZALEZ  MARIA NIEVES,,CALLE CONVENTO                                          ,MANCERA DE ABAJO,MANCERA DE ABAJO,37315,6,SALAMANCA
37-E1-00196,URBINA CASILLAS  FERNANDO,,PLAZA MAYOR                                             ,CABACO (EL),CABACO  EL,37621,3,SALAMANCA
37-E1-00197,ALONSO MORAL  ESTEFANIA,,CALLE LARGA                                             ,CAMPO DE PEÑARANDA (EL),CAMPO DE PEÑARANDA  EL,37317,50,SALAMANCA
37-E1-00198,LUCAS RODRIGUEZ  BEATRIZ,,CALLE ABAJO                                             ,FUENTES DE BEJAR,FUENTES DE BEJAR,37790,39,SALAMANCA
37-E1-00199,SEGUNDO SEGUNDO  FRANCISCA ADELIA,,CALLE LARGA                                             ,MAILLO (EL),MAILLO  EL,37621,1,SALAMANCA
37-E1-00200,CIDONCHA SOTO  ELENA,,CALLE BALNEARIO                                         ,BAÑOS DE LEDESMA,VEGA DE TIRADOS,37115,0,SALAMANCA
37-E1-00201,GARCIA CIUDAD  MARIA PURIFICACION,,CALLE MIGUEL DE CERVANTES                               ,SANTA TERESA,GALISANCHO,37891,5,SALAMANCA
37-E1-00202,MUÑIZ ROJAS  MARIA AFRICA,,CALLE SALAMANCA                                         ,TARAZONA DE GUAREÑA,TARAZONA DE GUAREÑA,37409,7,SALAMANCA
37-E1-00203,BENITO SALGADO  MARIA CARMEN,,CALLE YEDRA                                             ,SANCHOTELLO,SANCHOTELLO,37794,3,SALAMANCA
37-E1-00204,MARTIN FERNANDEZ  JOSE IGNACIO,,CALLE MAYOR                                             ,BOADA,BOADA,37290,24,SALAMANCA
37-E1-00205,MANZANO IGLESIAS  MARIA DEL CARMEN,,CALLE BARRIO NUEVO                                      ,MASUECO,MASUECO,,48,SALAMANCA
37-E1-00206,GUTIERREZ POLLAN  VEGA,,CALLE IGLESIA                                           ,CASTELLANOS DE VILLIQUERA,CASTELLANOS DE VILLIQUERA,37797,15,SALAMANCA
37-E1-00207,ABAD VELASCO  YOLANDA,,CALLE CARRETERA                                         ,VALVERDON,VALVERDON,,3,SALAMANCA
37-E1-00208,MONJE BERMEJO  JUAN,,CALLE CONCEJO                                           ,ALDEASECA DE LA FRONTERA,ALDEASECA DE LA FRONTERA,37317,7,SALAMANCA
37-E1-00209,BLANCO GONZALEZ  M. JESUS,,CALLE SANTIAGO                                          ,MONTEMAYOR DEL RIO,MONTEMAYOR DEL RIO,37727,20,SALAMANCA
37-E1-00210,RODRIGUEZ CALVO  FRANCISCO,,CALLE ESCUELAS                                          ,CASTILLEJO DE MARTIN VIEJO,CASTILLEJO DE MARTIN VIEJO,37592,21,SALAMANCA
37-E1-00211,MARTINEZ DIAZ  MARIA ELENA,,PLAZA REAL                                              ,MOZARBEZ,MOZARBEZ,37796,4,SALAMANCA
37-E1-00212,GARCIA HERNANDEZ  CARLOS,,CALLE C/ CARRETERA DE MADRID  61-65,SANTA MARTA DE TORMES,SANTA MARTA DE TORMES,37900,S/N,SALAMANCA
37-E1-00213,CANUT SANCHEZ  MARIA LUISA,,CALLE GENERALISIMO FRANCO                               ,VILLASBUENAS,VILLASBUENAS,37256,11,SALAMANCA
37-E1-00215,KASSEM HASSAN  FAWAZ MUHIEDDIN,,CALLE LUNA                                              ,PALACIOS DEL ARZOBISPO,PALACIOS DEL ARZOBISPO,37111,12,SALAMANCA
37-E1-00216,GONZALEZ BLANCO  MARIA DEL CARMEN,,CALLE VISTAHERMOSA                                      ,MONTERRUBIO DE ARMUÑA,MONTERRUBIO DE ARMUÑA,37798,8,SALAMANCA
37-E1-00218,TEJEDA MATIAS  LORETO,,CALLE MAYOR                                             ,CERRO (EL),CERRO  EL,37720,3,SALAMANCA
37-E1-00220,ALONSO BERNAL  MYRIAN,,CTRA  VITIGUDINO                                        ,TRABANCA,TRABANCA,,4,SALAMANCA
37-E1-00221,PEREZ ARROYO  INES,,CALLE PAZ                                               ,NAVA DE SOTROBAL,NAVA DE SOTROBAL,37850,11,SALAMANCA
37-E1-00222,BARTOL CANEDO  MARIA ISABEL,,CALLE IGLESIA                                           ,SAN MIGUEL DE VALERO,SAN MIGUEL DE VALERO,37763,14,SALAMANCA
37-E1-00223,RIVAS CABAÑERO  LINA,,CALLE Avda. Peña de Francia,VECINOS,VECINOS,37450,10,SALAMANCA
37-E1-00224,AREAS JUANES  MARINA,,CALLE FRAY LUIS DE LEON                                 ,CARRASCAL DE BARREGAS,CARRASCAL DE BARREGAS,37129,1,SALAMANCA
37-E1-00225,FERNANDEZ FIDALGO  AURORA,,CALLE LARGA                                             ,VILLASRUBIAS,VILLASRUBIAS,37522,2,SALAMANCA
37-E1-00226,TEJEDOR ALONSO  MARIA ELENA,,CALLE SALAS POMBO                                       ,LARRODRIGO,LARRODRIGO,37865,5,SALAMANCA
37-E1-00227,RODRIGUEZ SANCHEZ  MARTA,,CALLE JOSE ANTONIO                                      ,NAVALES,NAVALES,37882,7,SALAMANCA
37-E1-00228,GONZALEZ DURAN  MARIA CARMEN,,CALLE SALAMANCA                                         ,FLORIDA DE LIEBANA,FLORIDA DE LIEBANA,37129,15,SALAMANCA
37-E1-00229,DIEZ TORRES  JOSE ANTONIO,,CALLE PLAZA                                             ,VILLASECO DE LOS REYES,VILLASECO DE LOS REYES,37150,6,SALAMANCA
37-E1-00230,SANTOS BRAVO  MARIA CARIDAD,,PLAZA ESPAÑA                                            ,SAN CRISTOBAL DE LA CUESTA,SAN CRISTOBAL DE LA CUESTA,,11,SALAMANCA
37-E1-00231,PEDRAZA DOMINGUEZ  ANGEL,,CALLE SALAS POMBO                                       ,ALDEHUELA DE LA BOVEDA,ALDEHUELA DE LA BOVEDA,37460,16,SALAMANCA
37-E1-00232,AMIGO SALVADOR  MARIA ELENA,,CALLE LA RONDA,PEDRAZA DE ALBA,PEDRAZA DE ALBA,37882,31,SALAMANCA
